1351038020.325,9190600,-36668,-3155,1576.832,928.408,-3.073,3.128
1351038021.349,9190600,-37690,-3175,1607.868,972.665,-2.827,-2.894
1351038022.371,9190600,-38606,-3095,1587.449,944.352,-3.117,-3.127
1351038023.404,9190600,-39747,-2699,1595.031,1341.599,2.733,2.751
###,,,,,,,
1351038020.325,9190700,26636,-15107,1580.453,667.810,3.095,3.138
1351038021.349,9190700,26031,-14682,1682.645,274.214,2.648,2.786
1351038022.371,9190700,25071,-14353,1687.029,742.314,2.710,2.683
1351038023.404,9190700,24338,-14001,1683.482,901.781,2.385,2.451
1351038024.420,9190700,23688,-13774,1625.292,999.001,2.554,2.627
1351038025.424,9190700,22632,-13449,1661.812,953.667,2.715,2.771
1351038026.448,9190700,22071,-13117,1675.653,872.625,2.543,2.606
1351038027.474,9190700,21377,-12803,1733.404,770.037,2.705,2.753
1351038028.487,9190700,20837,-12362,1735.298,860.509,2.416,2.449
1351038029.514,9190700,20553,-11987,1811.246,810.786,2.163,2.176
1351038030.551,9190700,19854,-11591,1715.279,829.147,2.575,2.536
1351038031.555,9190700,19334,-11141,1722.006,865.440,2.147,2.231
1351038032.569,9190700,18754,-10727,1708.057,1008.733,2.277,2.350
1351038033.604,9190700,18062,-10202,1641.160,973.969,2.434,2.502
1351038034.623,9190700,16866,-9566,1723.591,1140.015,2.622,2.667
1351038035.640,9190700,16407,-8874,1719.073,755.622,2.233,2.247
1351038036.668,9190700,15848,-8390,1675.883,723.517,2.405,2.417
1351038037.670,9190700,15321,-7768,1773.525,974.544,2.022,2.017
1351038038.696,9190700,14704,-7223,1719.181,850.351,2.301,2.243
1351038039.697,9190700,14196,-6693,1741.598,732.622,2.393,2.404
1351038040.731,9190700,13662,-6133,1629.568,690.618,2.246,2.280
1351038041.761,9190700,13239,-5441,1722.378,923.131,1.908,1.883
1351038042.781,9190700,12544,-4832,1686.268,1431.242,2.086,2.051
1351038043.807,9190700,11808,-4076,1673.400,1031.855,2.238,2.275
1351038044.813,9190700,11383,-3571,1582.540,878.553,2.128,2.134
1351038045.849,9190700,10761,-3090,1617.637,822.569,2.388,2.390
1351038046.876,9190700,10173,-2503,1694.247,802.991,2.256,2.253
1351038047.880,9190700,9853,-1785,1668.672,999.089,1.907,1.827
1351038048.894,9190700,9156,-1043,1619.553,1081.107,2.238,2.220
1351038049.914,9190700,9039,-211,1538.216,971.331,1.808,1.803
1351038050.930,9190700,8679,561,1493.107,953.812,1.765,1.757
1351038051.949,9190700,8292,1469,1403.280,1062.011,1.798,1.779
1351038052.976,9190700,8029,2270,1323.912,896.574,1.931,1.835
1351038054.002,9190700,7763,2906,1333.250,844.386,2.237,2.230
###,,,,,,,
1351038020.325,9190802,-22342,1687,874.700,601.330,-1.358,-1.382
1351038021.349,9190802,-22239,1967,947.703,755.123,0.235,0.322
1351038022.371,9190802,-22100,1869,912.354,619.167,-0.544,-0.568
1351038023.404,9190802,-22296,1812,939.918,945.713,-1.322,-1.257
1351038024.420,9190802,-22195,1654,957.519,505.428,-0.963,-1.079
1351038025.424,9190802,-22262,1712,971.027,636.689,-0.685,-0.637
1351038026.448,9190802,-22183,1731,989.936,543.255,-0.460,-0.487
1351038027.474,9190802,-22176,1775,934.249,683.725,-0.870,-0.936
1351038028.487,9190802,-22305,1808,974.842,592.871,-1.271,-1.315
1351038029.514,9190802,-22282,1737,990.103,390.138,-1.214,-1.215
1351038030.551,9190802,-22281,2133,923.491,876.085,1.550,1.535
1351038031.555,9190802,-22429,2108,1028.162,425.930,1.907,1.774
1351038032.569,9190802,-22357,2176,1243.469,675.052,1.691,1.773
1351038033.604,9190802,-22386,1941,1142.616,1012.302,-1.841,-1.745
1351038034.623,9190802,-22441,1700,1047.883,809.454,-1.884,-1.858
1351038035.640,9190802,-22411,2063,1057.659,867.601,1.920,2.012
1351038036.668,9190802,-22501,2095,1015.434,594.222,2.488,2.407
1351038037.670,9190802,-22353,2155,1012.222,652.068,1.593,1.663
1351038038.696,9190802,-22314,2072,983.774,583.386,1.014,1.047
1351038039.697,9190802,-22233,2001,960.019,356.401,0.214,0.137
1351038040.731,9190802,-22162,1973,933.342,595.147,0.342,0.291
1351038041.761,9190802,-22172,1958,982.253,161.020,1.565,1.403
1351038042.781,9190802,-22489,1795,963.750,505.676,-2.747,-2.763
1351038043.807,9190802,-22440,2036,960.896,699.784,1.822,1.876
1351038044.813,9190802,-22239,2024,984.607,455.714,1.033,0.940
1351038045.849,9190802,-22313,2081,962.163,571.383,1.110,1.122
1351038046.876,9190802,-22209,2192,949.620,612.028,1.112,1.159
1351038047.880,9190802,-22108,1966,1009.181,792.893,0.429,0.437
1351038048.894,9190802,-22123,2023,1057.620,225.798,-0.586,-0.055
1351038049.914,9190802,-22292,1798,1024.830,693.694,-1.124,-1.219
1351038050.930,9190802,-22162,1732,1014.389,537.999,-0.879,-0.861
1351038051.949,9190802,-22215,1786,979.038,641.496,-1.030,-0.958
1351038052.976,9190802,-22224,1799,910.251,290.483,-1.500,-0.965
1351038054.002,9190802,-22353,1939,1015.724,605.210,2.524,2.389
1351038055.017,9190802,-22400,1955,1036.866,461.377,2.905,2.974
1351038056.039,9190802,-22559,1872,1044.206,592.413,-2.765,-2.747
1351038057.042,9190802,-22556,2004,1086.429,735.152,3.068,3.043
1351038058.045,9190802,-22538,1993,976.435,580.634,2.402,2.671
1351038059.070,9190802,-22341,1789,1010.947,735.481,-2.184,-2.218
1351038060.091,9190802,-22451,2025,1074.093,618.959,1.958,1.980
1351038061.122,9190802,-22393,2139,1050.185,69.900,1.560,1.656
1351038062.139,9190802,-22516,1736,992.359,638.132,-2.422,-2.338
1351038063.149,9190802,-22543,2073,980.482,689.982,2.316,2.477
1351038064.150,9190802,-22448,2079,975.676,490.667,3.093,3.123
1351038065.169,9190802,-22170,1996,1029.931,739.664,0.072,0.135
1351038066.188,9190802,-22135,1842,982.077,432.919,-0.410,-0.352
1351038067.200,9190802,-22203,1843,976.744,593.615,-0.986,-0.885
1351038068.227,9190802,-22148,1864,937.347,604.466,-0.843,-0.816
1351038069.230,9190802,-22236,1719,936.793,777.263,-1.449,-1.463
1351038070.263,9190802,-22307,1876,1086.319,260.223,1.644,1.629
1351038071.286,9190802,-22278,2128,999.073,579.560,1.259,1.365
1351038072.294,9190802,-22374,2259,1009.439,663.396,1.962,2.057
1351038073.315,9190802,-22390,1991,1041.858,537.395,-2.169,-1.988
1351038074.351,9190802,-22522,1918,1002.424,629.836,-2.349,-2.257
1351038075.391,9190802,-22522,1949,968.784,624.219,2.232,2.227
1351038076.392,9190802,-22390,2118,965.586,650.471,1.864,1.872
1351038077.414,9190802,-22535,2135,938.893,723.067,2.304,2.340
1351038078.444,9190802,-22336,2029,1004.775,500.254,1.437,1.521
1351038079.456,9190802,-22239,2220,946.411,429.727,1.239,1.025
1351038080.481,9190802,-22077,1966,910.355,606.438,-0.244,-0.234
1351038081.483,9190802,-22066,1948,978.818,1017.175,0.320,0.244
1351038082.484,9190802,-22004,2125,980.548,441.098,0.213,0.085
1351038083.520,9190802,-22474,1931,950.695,565.679,-2.239,-2.259
1351038084.540,9190802,-22252,1794,925.719,531.850,-2.123,-1.951
1351038085.563,9190802,-22353,1644,947.440,568.763,-1.840,-1.861
1351038086.595,9190802,-22287,1689,904.517,453.052,-0.469,-0.590
1351038087.606,9190802,-22139,1895,929.414,173.655,0.897,0.615
1351038088.626,9190802,-22406,2033,935.306,561.676,1.948,1.948
1351038089.647,9190802,-22412,2053,914.764,715.879,2.125,2.088
1351038090.666,9190802,-22563,2000,986.222,518.739,-2.434,-2.504
1351038091.688,9190802,-22543,1923,968.165,90.747,2.101,2.416
1351038092.702,9190802,-22074,1929,938.088,641.529,-0.282,-0.298
1351038093.734,9190802,-22124,1959,894.240,505.901,-0.298,-0.214
1351038094.736,9190802,-22481,2171,947.769,725.909,2.462,2.598
1351038095.772,9190802,-22489,1915,958.689,561.925,-2.711,-2.721
1351038096.797,9190802,-22437,1784,942.516,514.549,-2.053,-2.058
1351038097.798,9190802,-22381,1809,971.168,456.868,-2.345,-2.304
1351038098.805,9190802,-22516,1712,930.981,560.073,-2.374,-2.337
1351038099.818,9190802,-22418,1744,937.664,270.954,-0.568,-0.671
1351038100.853,9190802,-22102,1987,930.166,614.980,0.314,0.231
1351038101.866,9190802,-22174,1913,1005.367,274.444,-0.672,-0.519
1351038102.888,9190802,-22480,1995,956.947,609.541,2.530,2.564
1351038103.919,9190802,-22474,2044,1111.859,504.155,3.115,-3.067
1351038104.957,9190802,-22369,2066,932.607,597.288,1.874,1.844
1351038105.978,9190802,-22385,1755,911.398,638.989,-2.145,-2.121
1351038107.010,9190802,-22317,2151,999.630,645.695,1.889,1.881
1351038108.037,9190802,-22328,1934,1050.612,563.298,-1.916,-1.957
1351038109.077,9190802,-22287,1790,982.227,577.029,-1.129,-1.126
1351038110.106,9190802,-22155,1821,1040.822,491.845,-1.090,-0.953
1351038111.120,9190802,-22496,2190,992.588,650.394,2.342,2.195
1351038112.136,9190802,-22128,2082,1002.210,733.832,0.010,0.037
1351038113.144,9190802,-22127,1883,943.644,547.088,-0.522,-0.551
1351038114.159,9190802,-22178,1883,999.211,614.701,-0.723,-0.616
1351038115.191,9190802,-22057,1889,959.061,607.770,-0.343,-0.342
1351038116.194,9190802,-22206,1986,991.191,480.766,0.305,0.303
1351038117.203,9190802,-22176,2022,971.339,755.089,-0.154,-0.132
1351038118.208,9190802,-22120,1895,1115.918,237.377,-0.047,0.004
1351038119.226,9190802,-22597,1992,950.338,742.417,-2.700,-2.690
1351038120.265,9190802,-22310,1841,1016.715,683.682,-2.133,-2.334
1351038121.273,9190802,-22399,1793,899.398,536.321,-2.218,-2.222
1351038122.286,9190802,-22418,1883,970.599,543.066,-1.839,-2.009
1351038123.288,9190802,-22594,1923,984.509,925.950,2.906,3.085
1351038124.308,9190802,-22459,1972,982.617,309.787,1.734,2.084
1351038125.309,9190802,-22174,1961,1040.014,765.023,-0.817,-0.701
1351038126.314,9190802,-22105,1871,955.679,568.203,-0.108,-0.069
1351038127.343,9190802,-22207,1762,936.511,654.327,-0.762,-0.761
1351038128.345,9190802,-22082,2034,960.914,908.977,0.686,0.569
1351038129.367,9190802,-22165,2155,1004.890,384.544,1.166,1.284
1351038130.400,9190802,-22346,2190,944.659,628.213,2.258,2.248
1351038131.406,9190802,-22475,2211,957.965,649.814,2.625,2.658
1351038132.446,9190802,-22510,1955,915.388,587.204,-2.682,-2.775
1351038133.448,9190802,-22639,2044,929.514,629.800,2.320,2.455
1351038134.451,9190802,-22482,2103,971.659,333.265,2.087,2.021
1351038135.456,9190802,-22410,2154,1000.689,656.879,1.840,1.855
1351038136.484,9190802,-22240,2035,942.467,809.004,1.206,1.235
1351038137.492,9190802,-22338,2153,1058.891,437.296,1.659,1.620
1351038138.497,9190802,-22330,2128,957.861,611.155,2.051,1.953
1351038139.498,9190802,-22462,2117,1150.304,486.600,2.250,2.254
1351038140.507,9190802,-22401,1990,995.112,510.762,2.423,2.462
1351038141.533,9190802,-22435,2059,980.112,572.570,2.464,2.459
1351038142.549,9190802,-22414,2058,965.560,583.712,2.904,3.000
1351038143.572,9190802,-22514,2053,883.775,523.144,2.901,2.946
1351038144.601,9190802,-22481,1955,982.897,471.399,2.885,2.927
1351038145.611,9190802,-22546,1810,1036.168,617.618,-2.720,-2.678
1351038146.646,9190802,-22271,1921,957.410,245.743,-0.606,-0.745
1351038147.675,9190802,-22163,1789,921.588,705.640,-1.049,-1.043
1351038148.712,9190802,-22125,1815,1064.454,449.717,-0.870,-0.852
1351038149.747,9190802,-22167,1996,1081.601,329.974,0.678,0.624
1351038150.767,9190802,-22236,2063,1043.001,395.477,0.840,0.910
1351038151.792,9190802,-22191,1894,1169.604,595.937,-1.119,-1.008
1351038152.806,9190802,-22196,1888,1197.849,786.329,-0.379,-0.341
1351038153.840,9190802,-22117,1809,981.835,664.808,-1.041,-1.005
1351038154.862,9190802,-22208,1920,1049.496,666.149,-0.379,-0.501
1351038155.900,9190802,-22118,1907,1091.113,354.868,-0.686,-0.679
1351038156.905,9190802,-22486,2105,1020.064,744.780,2.524,2.527
1351038157.917,9190802,-22535,2016,969.154,756.606,2.718,2.821
1351038158.955,9190802,-22373,1938,937.490,149.842,-1.502,-1.956
1351038159.966,9190802,-22431,1695,952.120,721.088,-1.909,-1.900
1351038160.991,9190802,-22395,1861,928.206,337.205,1.149,1.307
1351038162.027,9190802,-22197,1959,938.024,523.779,0.223,0.243
1351038163.045,9190802,-22229,1776,971.462,518.139,-0.838,-0.828
1351038164.067,9190802,-22236,1827,1048.483,563.007,-1.538,-1.516
1351038165.072,9190802,-22460,1828,1040.008,719.672,-3.020,-2.979
1351038166.099,9190802,-22636,1853,973.746,504.874,-2.816,-2.854
1351038167.137,9190802,-22514,2124,1055.267,586.961,2.396,2.396
1351038168.153,9190802,-22348,1839,933.101,672.187,-1.584,-1.574
1351038169.178,9190802,-22417,1607,972.532,719.842,-2.001,-1.987
1351038170.205,9190802,-22501,1704,921.573,567.182,-1.886,-1.953
1351038171.211,9190802,-22547,2059,966.424,548.196,2.485,2.609
1351038172.224,9190802,-22412,2024,992.520,501.002,2.768,2.879
1351038173.245,9190802,-22508,1919,946.314,705.043,-2.783,-2.802
1351038174.257,9190802,-22469,1826,1036.903,227.763,-2.243,-2.403
1351038175.271,9190802,-22199,1606,1078.351,644.774,-0.728,-0.607
1351038176.303,9190802,-22176,1859,1009.680,737.467,-0.265,-0.341
1351038177.317,9190802,-22602,2242,1110.338,644.774,2.337,2.480
1351038178.343,9190802,-22583,2439,1360.544,533.703,2.289,2.294
1351038179.380,9190802,-22286,2753,1341.730,814.179,1.544,1.629
1351038180.410,9190802,-21498,3100,1498.374,1174.812,0.413,0.493
1351038181.429,9190802,-20333,3013,1305.996,1292.484,-0.058,-0.084
1351038182.432,9190802,-19185,3445,1484.706,1654.103,0.260,0.205
1351038183.441,9190802,-17999,3757,1480.128,1256.636,0.314,0.284
1351038184.456,9190802,-16931,4124,1349.465,1229.331,0.307,0.297
1351038185.472,9190802,-15500,4379,1418.667,1405.459,-0.044,-0.065
1351038186.501,9190802,-14283,4923,1502.095,1359.656,0.257,0.240
1351038187.536,9190802,-13016,5306,1474.693,1045.867,0.334,0.221
1351038188.543,9190802,-11828,5763,1493.595,1250.451,0.288,0.230
1351038189.580,9190802,-10598,6284,1483.386,1137.071,0.506,0.502
1351038190.593,9190802,-9491,6913,1468.792,1391.621,0.462,0.458
